x,y_x,y_y
24.48,11.304195967259172,11.633203446199916
24.5,12.184162323531643,12.17212088035076
24.52,11.343103540672521,12.089543805620917
24.54,10.476610913803956,12.543218423092931
24.56,10.83935317029311,11.979724333422284
24.58,11.146364336499264,11.362341287690342
24.6,10.996231946205667,10.849970010069496
24.62,10.75252545297916,11.325613226927087
24.64,11.521996442364909,11.50441527746831
24.66,12.102213732326014,11.24629361866051
24.68,11.270254738876924,11.657235171118279
24.7,11.466277898387437,11.243159692306703
24.72,11.605408778766256,10.138509313436636
24.74,11.997056320586728,10.59318788995167
24.76,11.60760482959325,11.203751126677888
24.78,11.149213664926581,11.874929216644484
24.8,11.010972084270053,12.02765573254714
24.82,11.686311075548279,11.847780217439034
24.84,11.554503769760846,11.532902577884663
24.86,11.463861459013339,11.417293173008515
24.88,11.73953260418033,10.902182196870973
24.9,11.227992580950703,11.225084395167238
24.92,10.930209729330437,10.935172737126011
24.94,10.35760669465442,10.864463020513814
24.96,10.651234592085567,10.603165837375984
24.98,10.78971769521388,10.951364081486812
25.0,11.26393453582955,11.710243413482917
25.02,11.05207326668863,10.735129420639353
25.04,11.173446869392311,11.328541337511023
25.06,10.701021112445735,12.133494512429023
25.08,10.821328965739582,11.633429253074251
25.1,10.473567603923197,11.235942898422309
25.12,10.914392729378612,11.870328227814086
25.14,11.526487070627157,11.60896614835419
25.16,11.523852962855509,10.581302720358247
25.18,11.259560960397689,10.80830728557032
25.2,11.359207214382518,10.242122196307818
25.22,10.912736510379936,10.651205252361592
25.24,10.90813852879783,11.44565494401569
25.26,11.522820672634595,11.567456272253073
25.28,11.320137461207146,11.475426560767154
25.3,11.571237452538785,11.555889277792845
25.32,12.107624895681065,11.178765834334193
25.34,11.833850217107537,10.333390165509694
25.36,11.188459686804428,10.823905268172513
25.38,10.926609228879425,12.187212879883015
25.4,10.319212664761167,11.4253210611657
25.42,10.838926759689025,10.626405850498124
25.44,11.006961946953215,10.963917066521361
25.46,11.267968211660058,10.173347625360845
25.48,11.339087758898113,10.5056228854729
25.5,11.256494526581722,11.503690767696376
25.52,11.32504170561884,11.860540036980916
25.54,11.559128330424087,10.750840772539004
25.56,11.095868686953581,10.693752617135145
25.58,10.186451619920229,11.040668250934228
25.6,10.853755379217613,11.105536902065069
25.62,11.693898603363422,10.262214624886075
25.64,11.838265988517854,11.112682270961518
25.66,12.030014789363282,11.257554668125046
25.68,11.699345040303381,12.107161444973089
25.7,11.363429847358542,12.295682323772287
25.72,11.231910858163566,10.64039032525892
25.74,11.403953016127858,10.883072802800578
25.76,11.853671566012201,11.2718888173794
25.78,11.889150382093622,10.906822670806138
25.8,11.4983947108741,11.35924197967199
25.82,11.295702247588263,10.97046624513947
25.84,11.393557378805925,12.126103448947996
25.86,11.17391372391883,10.883115095213473
25.88,11.9536477041622,11.005842277396846
25.9,11.482029146757862,11.610811458774883
25.92,10.797822742992409,10.80313796305872
25.94,10.479248011569716,10.85851755043826
25.96,10.471398228188383,11.509072192869276
25.98,11.193582182243087,11.365605427027532
26.0,11.369794418348937,11.604094705937765
26.02,11.391611372827665,11.349617024216135
26.04,11.093155765213108,11.293087090215582
26.06,10.73001038520244,12.02166618115777
26.08,11.195267952645063,10.936792529624194
26.1,10.710867973997315,10.836482581634483
26.12,10.76937150442347,11.318194912607247
26.14,11.461084491910933,10.916519017472655
26.16,11.533899823906072,11.462357651799028
26.18,10.9254649137039,11.499419616486115
26.2,11.188196616152785,11.98911938878526
26.22,11.0178700919923,11.85268484024762
26.24,11.918709291904529,12.204462135123169
26.26,11.919763407589533,12.152523280415332
26.28,11.764696445537968,10.879624439024898
26.3,10.918189478703423,10.546710573950998
26.32,11.197376591243938,10.792176464020724
26.34,11.555297240678604,10.95275953422187
26.36,11.076102733216876,11.3083295613126
26.38,10.51361950203152,10.678867990337041
26.4,10.7838612530886,10.718486484007716
26.42,11.438934613868536,10.466006692340846
26.44,11.348800281245365,11.32129005278545
26.46,11.220372234521573,10.837603251860928
26.48,11.555213422506421,10.761079702302435
26.5,11.297835789646976,10.363538014155168
26.52,11.450896853041948,11.278717378985569
26.54,11.001723929122909,11.832474765212407
26.56,11.367987468319331,12.354786325200118
26.58,11.95065941571836,11.198461399661145
26.6,11.733313525891187,10.97801377021747
26.62,11.68101387723155,10.305282443241063
26.64,10.997394546646074,11.2323005040738
26.66,11.335237391892067,11.42693519064865
26.68,11.589883704572085,11.381295092908973
26.7,11.32344671159774,11.803656574327192
26.72,11.574706053224672,11.65490741705123
26.74,11.944591896910048,9.765613429752753
26.76,11.691048380804135,10.596804719496225
26.78,12.072471924864548,11.308026367099709
26.8,12.29450097598393,10.376445594223473
26.82,11.442351980366901,10.337261794734644
26.84,11.123358728776788,11.52449008863467
26.86,11.580888184775224,11.86744639402807
26.88,11.573332733442847,12.180137388883772
26.9,10.8586900472801,12.408165703713642
26.92,11.488039996177534,12.118228349027392
26.94,11.378289094045567,10.410937988573513
26.96,11.3622447106035,12.457061555766593
26.98,10.678242981474437,13.466561573370026
27.0,11.527746994632183,11.768420243546352
27.02,12.078394427357685,10.248793086014365
27.04,12.09370959100751,11.79247547859233
27.06,10.715494048630541,11.944220668692047
27.08,10.710049783254911,12.523003550151792
27.1,11.402546559037216,10.704682831449635
27.12,10.85958886077686,10.602643943302521
27.14,11.038789885021218,11.885084925381989
27.16,12.217655631429649,11.926258547328148
27.18,11.719708503960664,11.923825037487417
27.2,12.273739079543093,10.904386472979192
27.22,11.931398802447525,10.4188832424303
27.24,11.549679825807083,11.375793844901532
27.26,11.297333363361917,11.892149363258364
27.28,11.380711569377054,13.121916880180548
27.3,10.634363574639831,11.73564784949013
27.32,10.978024442231224,10.801518020152463
27.34,11.981339050832439,11.272793682880378
27.36,12.105469258696756,11.031789264706024
27.38,11.57484935872721,10.413512416706741
27.4,11.392941687475178,12.835110292943094
27.42,11.318356180875496,11.954331011260342
27.44,11.780412182084552,11.514137050241688
27.46,11.252881458724072,10.317102999569371
27.48,11.307259591588497,12.740778937437463
27.5,11.106360525006455,13.592524407521957
27.52,10.286626417285012,9.72011445936347
27.54,11.062573782680623,9.740329838469945
27.56,11.45566449881565,10.23083747912721
27.58,11.760026319426347,11.2363353920676
27.6,10.858979403445357,11.217975397781617
27.62,10.322037409632468,10.775220533008914
27.64,11.007613902873256,11.116659423756172
27.66,10.836783530552209,12.401764946559537
27.68,11.33896943461459,10.59616640246806
27.7,11.471509571495522,12.267442153312004
27.72,11.384984255156667,12.476798260392405
27.74,11.494184407558064,12.750334397502057
27.76,10.756111472004525,12.858981594528219
27.78,10.728389621710928,12.399485610801259
27.8,11.328926987200376,12.45092182316369
27.82,10.706166331345065,14.37237571494637
27.84,10.99139649833035,12.846522328742068
27.86,11.832552574545456,12.339049430930382
27.88,11.923904403548901,12.420406711952694
27.9,11.168498646679048,11.260661133598829
27.92,11.121566138362997,11.100734749304383
27.94,11.349369226237403,9.010111386278012
27.96,11.894772361528439,9.841777292345244
27.98,11.987252598863943,8.817322931948663
28.0,11.581875178019684,
28.02,11.86156132347303,
28.04,12.319122850806478,
28.06,11.71539249435557,
28.08,11.490701440860803,
28.1,12.111535511991836,
28.12,11.511335902333418,
28.14,11.285540065577212,
28.16,11.03652893793807,
28.18,11.921912097701647,
28.2,11.57434274288397,
28.22,11.270608808840137,
28.24,10.816482180064261,
28.26,11.765346753236464,
28.28,11.461769025980367,
28.3,11.235149810060241,
28.32,11.378982987373686,
28.34,10.821488818572522,
28.36,11.14230409401667,
28.38,11.538393177242856,
28.4,11.180362711400337,
28.42,12.034095963563182,
28.44,11.416097866665526,
28.46,10.670008274473467,
28.48,10.451513367929595,
28.5,10.891942591252734,
28.52,10.844202313071937,
28.54,10.973259830349678,
28.56,11.266926468701437,
28.58,11.162544739291478,
28.6,11.137128658320739,
28.62,10.603000315452231,
28.64,11.259961771825305,
28.66,11.59139206680992,
28.68,11.677124549090092,
28.7,11.458568844160528,
28.72,10.917078317752859,
28.74,11.290404567284188,
28.76,10.858166638310719,
28.78,11.431956010163452,
28.8,11.13006477195568,
28.82,11.503030506973788,
28.84,11.285822703396791,
28.86,11.849417677720771,
28.88,11.34223244107554,
28.9,11.572236949069204,
28.92,11.51564109257535,
28.94,11.211776808329978,
28.96,10.725864286904297,
28.98,10.508222154622889,
29.0,11.281610377074196,
29.02,11.193961190253594,
29.04,11.571998079889273,
29.06,11.646911051841595,
29.08,11.54628133531748,
29.1,11.083864561231108,
29.12,10.882922576654112,
29.14,10.973486440462151,
29.16,11.056243342317496,
29.18,11.053798459570187,
29.2,11.131400530175931,
29.22,11.45927564381123,
29.24,11.53979618500055,
29.26,11.22772232461948,
29.28,11.102137884997667,
29.3,11.223279391416698,
29.32,11.105236106572589,
29.34,11.23194336142723,
29.36,11.52373580977208,
29.38,11.573257658193723,
29.4,11.212126832403667,
29.42,10.664687415274864,
29.44,11.040680297912829,
29.46,11.749852316378746,
