x,y
11.88,25.369128657921834
11.9,24.679550014625175
11.92,25.18708020687515
11.94,26.483324588647655
11.96,25.75598658160296
11.98,25.582869801311457
12.0,26.153207635563056
12.02,26.61345119425047
12.04,25.93849435249713
12.06,25.388885064836035
12.08,24.61921092421196
12.1,23.562306261411702
12.12,25.118791047922233
12.14,23.90530276393765
12.16,24.44714899830985
12.18,25.58621851981528
12.2,25.466121593011426
12.22,25.04676455513015
12.24,23.390052151668826
12.26,22.31659812623207
12.28,23.407120811357675
12.3,24.31988203429213
12.32,23.638875207070573
12.34,22.967834881685285
12.36,24.581811560585685
12.38,24.90310776595001
12.4,24.547801095400683
12.42,24.544653405734326
12.44,25.757639030002263
12.46,25.337726629236005
12.48,23.690699296785837
12.5,24.791747294136215
12.52,26.364625839401107
12.54,25.970321939455648
12.56,24.0397137653471
12.58,24.328648160380116
12.6,23.166385528867146
12.62,22.544564070442078
12.64,24.150217731773594
12.66,24.371081718021472
12.68,24.110880266575148
12.7,23.539638795727996
12.72,23.00802340713018
12.74,23.612083363230095
12.76,24.24751966465507
12.78,24.764834894994998
12.8,23.366863257175694
12.82,23.520637884023753
12.84,25.081076565440156
12.86,24.971671517684115
12.88,22.974133473515728
12.9,23.678612898491423
12.92,23.99689664964905
12.94,24.185403338315126
12.96,23.73346228302079
12.98,24.128283441522942
13.0,24.4671224915212
13.02,23.45399388611831
13.04,23.179552355517032
13.06,23.200379402786805
13.08,22.919029059656083
13.1,22.329184490570082
13.12,22.784650824170225
13.14,23.88086590356817
13.16,23.438405142210677
13.18,22.637564565847892
13.2,22.755689608641763
13.22,22.56259324354757
13.24,22.399929470000412
13.26,22.63825455903834
13.28,23.70319872775215
13.3,23.69517698436279
13.32,22.57756404688484
13.34,22.084659224217795
13.36,22.42622785730621
13.38,22.599649794116814
13.4,22.189127011147477
13.42,21.81001752307008
13.44,21.740397069862098
13.46,21.370496359818627
13.48,22.71374807533449
13.5,23.79769807867322
13.52,23.3646782960091
13.54,22.512007354086656
13.56,22.876532075790717
13.58,22.33403358222148
13.6,22.47726395123411
13.62,22.249947538119073
13.64,22.362071444288787
13.66,21.16352090709029
13.68,21.773475394134078
13.7,23.22863718344567
13.72,21.86422992942846
13.74,21.741156041914522
13.76,22.514539838373757
13.78,21.33404347431198
13.8,20.97466538439539
13.82,21.981698701353587
13.84,21.874723558945508
13.86,21.875185519727676
13.88,21.25967594646264
13.9,20.751731854082628
13.92,20.032011299045507
13.94,20.640061238346668
13.96,21.445550335623512
13.98,21.54941680914216
14.0,21.596716379704052
14.02,21.303140079532547
14.04,21.068799019307914
14.06,21.68519272876296
14.08,21.593310340162535
14.1,20.17023646980857
14.12,19.586541774528104
14.14,21.235121972921046
14.16,20.95000183744415
14.18,20.748643705047286
14.2,20.396415140564212
14.22,20.71175292806897
14.24,19.843648409783963
14.26,19.43657608116314
14.28,20.47162385778941
14.3,19.93584245982721
14.32,19.354288454407232
14.34,18.28352362030772
14.36,19.332263107681854
14.38,19.5543307625617
14.4,20.49378975058983
14.42,21.329363495583543
14.44,20.271301619625817
14.46,19.591982289772545
14.48,19.171384122055155
14.5,19.226621436322514
14.52,19.527470483577975
14.54,19.425527044214864
14.56,19.32836793054897
14.58,18.878206880838476
14.6,18.243644598562835
14.62,17.97132150422211
14.64,19.068621876922144
14.66,19.17342031697388
14.68,19.57731139188241
14.7,19.70303424290087
14.72,19.529708086184403
14.74,19.292919960048398
14.76,18.82352404402052
14.78,18.696353533262307
14.8,18.7220432582564
14.82,18.459418960430643
14.84,18.723017596863034
14.86,18.013154048069797
14.88,17.85783135504611
14.9,18.833561709991756
14.92,19.451138872462277
14.94,18.48242143849043
14.96,17.571677486182885
14.98,17.508825813728468
15.0,17.60078872274996
15.02,20.86502167401611
15.04,19.92157462434083
15.06,17.20560312839279
15.08,17.37251640293301
15.1,17.892156705057094
15.12,18.498600869695323
15.14,18.334289802123603
15.16,17.45735032978132
15.18,16.245553519500074
15.2,16.014223284622595
15.22,17.577648062834538
15.24,16.94826783240736
15.26,16.808154448960074
15.28,16.339331489932505
15.3,17.347628515664745
15.32,17.226373908606135
15.34,16.987701722056137
15.36,16.695945031667947
15.38,17.17549674907405
15.4,17.371619635645636
15.42,17.347279637199378
15.44,17.3369036193798
15.46,15.430116606209872
15.48,16.451490969228328
15.5,17.217049915176226
15.52,16.901564944211522
15.54,16.52262512790579
15.56,16.932583790853464
15.58,15.790823464551261
15.6,16.268847150705593
15.62,16.449690106576234
15.64,16.627158817663627
15.66,15.690640168215957
15.68,16.06198419734426
15.7,16.839084252557875
15.72,17.34683768239215
15.74,17.21476779836251
15.76,16.6634173068448
15.78,16.74863942021262
15.8,16.0495015246832
15.82,16.033317948263957
15.84,15.803759231094846
15.86,15.536181199377811
15.88,16.101624330419302
15.9,16.390173746209456
15.92,16.377357983266442
15.94,15.718791702084028
15.96,15.98438929331927
15.98,16.696710796386604
16.0,16.200887931554362
16.02,15.471340405514006
16.04,15.600691045252674
16.06,16.379464417792708
16.08,15.350894992135284
16.1,14.77709791781167
16.12,14.475136520161254
16.14,15.815209416019332
16.16,16.603636233616108
16.18,16.54711244471423
16.2,15.564056191986799
16.22,15.137976071998782
16.24,15.055166433896149
16.26,15.820978935207133
16.28,15.729329821838293
16.3,15.327239517636908
16.32,15.618086895806549
16.34,14.79497515115612
16.36,14.934997533332766
16.38,15.65553091210676
16.4,15.234505801897157
16.42,14.832712415102975
16.44,14.746350204365733
16.46,15.54499411850335
16.48,15.43866687914041
16.5,14.924648287371182
16.52,15.072584381594792
16.54,15.546012796687787
16.56,15.100741711758936
16.58,14.260745376447147
16.6,14.339630774410693
16.62,14.367291509397425
16.64,14.055261444203444
16.66,14.472582392427377
16.68,14.485609379750475
16.7,14.291216229612893
16.72,13.643751900052635
16.74,14.366374205304801
16.76,15.04902057978732
16.78,15.273505917862302
16.8,14.845347175964307
16.82,14.419429839609538
16.84,14.672307473186343
16.86,14.824448774058933
16.88,14.752707560959454
16.9,14.676750265563708
16.92,13.931449888134075
16.94,14.160458686384851
16.96,14.460123440991907
16.98,14.354240675687734
17.0,14.06701899845724
17.02,14.892934036496879
17.04,15.084750904154623
17.06,14.692393669168485
17.08,13.999914763166185
17.1,13.722151590396143
17.12,13.935375344770787
17.14,13.848498597252558
17.16,14.28926012303145
17.18,13.789955738722695
17.2,14.045978997459459
17.22,13.95890467288979
17.24,13.763071811703565
17.26,13.823662398756678
17.28,13.782633043323337
17.3,13.966580813443406
17.32,14.012410621321225
17.34,14.330792445576567
17.36,13.246150697196423
17.38,13.29874435694908
17.4,13.58098225875898
17.42,14.110363053008808
17.44,13.490862692021583
17.46,13.215716319765722
17.48,13.681329608747003
17.5,14.150202952068273
17.52,14.412063645899611
17.54,13.590186100632954
17.56,13.46651155393796
17.58,13.739368550373136
17.6,13.91664900149567
17.62,13.405429744439376
17.64,13.406213883262314
17.66,13.94409378827401
17.68,14.242489825880892
17.7,13.980335383575994
17.72,14.042614841589081
17.74,13.81206316195146
17.76,12.986723106268256
17.78,13.127811703590789
17.8,13.467348806104702
17.82,13.095138195228033
17.84,12.927701843536708
17.86,13.338869692716276
17.88,13.229452265019894
17.9,13.044959060285695
17.92,13.18581522337195
17.94,13.612942198822173
17.96,13.433530764208896
17.98,13.27235852695624
18.0,13.34673713023351
18.02,13.419313294998624
18.04,13.406405997410022
18.06,13.050909540149092
18.08,13.055281250178785
18.1,12.910531899388214
18.12,12.900537553591352
18.14,13.603853337883708
18.16,13.726193217935359
18.18,13.677685389914757
18.2,13.205156471765143
18.22,13.161101483924176
18.24,13.318243764407637
18.26,12.776074527970673
18.28,13.197801584357435
18.3,13.419644250728489
18.32,12.685668232254809
18.34,12.98886079195566
18.36,13.052178281309274
18.38,12.63694966013647
18.4,13.047390449118655
18.42,13.306136391938843
18.44,13.34003102421157
18.46,13.692841867572277
18.48,13.187557410969706
18.5,13.429646664942396
18.52,13.63500361824499
18.54,12.864024334760046
18.56,12.589407914254796
18.58,12.429751700378826
18.6,12.94439207336838
18.62,12.559374412741676
18.64,13.06719402290991
18.66,13.47070965369618
18.68,13.352831570598925
18.7,13.076845187860712
18.72,12.975527919985884
18.74,13.0369970084541
18.76,12.39383872201202
18.78,12.706293118697433
18.8,12.899328579137382
18.82,13.092085461148638
18.84,12.44836849408868
18.86,12.777143528558117
18.88,12.621167994427362
18.9,13.226680566196851
18.92,13.338445366401947
18.94,13.010481492928509
18.96,13.40062149247945
18.98,13.188725324477964
19.0,13.008060563300479
19.02,13.188007566222938
19.04,12.962437221846324
19.06,12.580149146527623
19.08,12.766623897458032
19.1,12.828441924190017
19.12,13.223663846572418
19.14,13.529290262518888
19.16,13.575110664954476
19.18,13.66470940698883
19.2,13.426287058031416
19.22,12.774615052052571
19.24,12.55989267464254
19.26,12.696085371269373
19.28,12.819959476893136
19.3,13.390108076651028
19.32,13.167089206920458
19.34,13.6142085440903
19.36,13.483664545111324
19.38,13.757948498902094
19.4,13.088319199017853
19.42,13.098067220431224
19.44,13.318784964166573
19.46,13.217939702545582
19.48,12.618544965000321
19.5,13.24661823340579
19.52,13.166571518798447
19.54,12.170988065098634
19.56,12.670453987400915
19.58,13.26282069737167
19.6,13.670879054973426
19.62,12.960990507754401
19.64,12.986076667928824
19.66,13.20505972523876
19.68,12.97730490038342
19.7,13.094992515794221
19.72,13.20906470352408
19.74,12.966739664145916
19.76,13.477886447979543
19.78,13.846550866121712
19.8,13.480080134773559
19.82,13.243960129970041
19.84,13.42325991503985
19.86,13.319492963305873
19.88,13.32524581525746
19.9,13.346304240048362
19.92,13.60540034411922
19.94,13.435328353477765
19.96,13.559911649217973
19.98,13.763655777523486
20.0,13.578142701751116
20.02,13.614713043657463
20.04,13.676605692876912
20.06,13.842577064036906
20.08,13.354091539522479
20.1,13.284082240628766
20.12,13.372461734611608
20.14,13.194652454670758
20.16,13.41930596931407
20.18,12.990600928318479
20.2,13.490511086345435
20.22,13.198625704645032
20.24,13.11428059241077
20.26,13.020054216102167
20.28,12.62763533924429
20.3,12.692296244579179
20.32,13.11740956796863
20.34,12.950083284867091
20.36,13.074487903278374
20.38,13.351357509874422
20.4,12.9188817605406
20.42,12.732707180873671
20.44,13.135969770344493
20.46,12.949391367973526
20.48,13.06406077445601
20.5,12.900255556800825
20.52,12.77531695149045
20.54,12.534745730255027
20.56,12.556650358460406
20.58,12.884164416181836
20.6,13.02409338182813
20.62,12.968417496119116
20.64,13.058138978043079
20.66,13.135109989306562
20.68,13.116533893045922
20.7,13.385548753233499
20.72,13.335214093710636
20.74,13.452246989031943
20.76,13.482598455257223
20.78,13.130094110115184
20.8,13.080547129669544
20.82,13.40213985976122
20.84,13.052471434990963
20.86,12.64532210125427
20.88,12.526656898541802
20.9,12.653279127770446
20.92,12.587082052256843
20.94,12.588188728216686
20.96,13.156021171322859
20.98,12.67292406386634
21.0,12.450275429191539
21.02,12.939438717203862
21.04,13.14750590094225
21.06,13.092909828517396
21.08,12.752178996216166
21.1,12.8399507005425
21.12,12.233285099639232
21.14,12.61896343991097
21.16,12.6495741216641
21.18,12.670620906867555
21.2,12.55263538107079
21.22,12.242477528355533
21.24,12.590150049982642
21.26,13.138625750816338
21.28,13.215555655815802
21.3,13.256081410854566
21.32,12.840912492415423
21.34,12.519443892621716
21.36,12.668839217593831
21.38,12.704553084344173
21.4,12.275575787412944
21.42,11.991993766960345
21.44,12.599050455992717
21.46,12.97889245124303
21.48,12.89784054109737
21.5,12.591970232192157
21.52,12.234278564117982
21.54,12.075901971186108
21.56,12.52985686064992
21.58,12.485529383184435
21.6,12.285355798350967
21.62,12.591774384720981
21.64,12.214790043300981
21.66,12.456252732367316
21.68,12.75872500134226
21.7,12.080977706629767
21.72,12.26356853244723
21.74,12.492172352652668
21.76,11.514938941213256
21.78,11.570102517172778
21.8,11.98488632508435
21.82,11.98422120885083
21.84,12.284421528121031
21.86,12.498632050137674
21.88,12.117970423337333
21.9,12.199753957299235
21.92,12.168983874383919
21.94,12.133765775245163
21.96,11.875944662625344
21.98,11.739236445687444
22.0,11.943532212272931
22.02,12.09992611891078
22.04,11.801860461050916
22.06,11.842056814693583
22.08,11.755910700487535
22.1,12.057457378462308
22.12,12.236974308817286
22.14,12.623400694039809
22.16,12.314137424288308
22.18,12.258589568524787
22.2,12.156263711277491
22.22,11.882186055213705
22.24,11.910644379737167
22.26,11.973567701708923
22.28,11.944199906283135
22.3,12.223481836486153
22.32,12.03687640389068
22.34,12.053221679283961
22.36,11.983334349002812
22.38,11.975833128878282
22.4,11.950652249491366
22.42,12.014594539531565
22.44,11.943514131165363
22.46,11.938065561083405
22.48,12.203397602660777
22.5,12.142710097435359
22.52,12.005276767858486
22.54,11.877309271179472
22.56,12.181693510092785
22.58,12.606389581566127
22.6,11.974046574764818
22.62,11.942086983664815
22.64,12.378546309634427
22.66,11.82009243746052
22.68,11.652900625701726
22.7,12.209353738504134
22.72,11.954856055727216
22.74,11.744984737474386
22.76,11.684487075455277
22.78,11.643509883656748
22.8,11.911814244546118
22.82,12.250817939326172
22.84,12.298849521701607
22.86,11.891666273944406
22.88,11.52367776305248
22.9,11.939119113169436
22.92,11.800570177655809
22.94,11.533626041498831
22.96,11.924325259126377
22.98,12.023820550670397
23.0,11.43600892166323
23.02,11.78802907233891
23.04,11.921466911270523
23.06,11.831025190942142
23.08,11.487720092463796
23.1,11.399384561232736
23.12,11.546944631401043
23.14,11.276024351211106
23.16,11.67097320195041
23.18,11.716616801127723
23.2,11.61232236025423
23.22,11.499546949883358
23.24,11.711741475118231
23.26,12.050029234689198
23.28,11.906692227389051
23.3,11.318760782956243
23.32,11.50228557462217
23.34,11.835817630499315
23.36,11.777165341046658
23.38,11.675616493095696
23.4,11.660573222208352
23.42,11.729818798589669
23.44,11.58655077691146
23.46,11.437949914554546
23.48,11.51331240076107
23.5,11.104750825685944
23.52,11.173191714720877
23.54,11.727692489973126
23.56,12.041639327561146
23.58,11.918934203277544
23.6,11.599217329275584
23.62,12.015971272057412
23.64,12.118741866904935
23.66,11.633371559967681
23.68,11.650030281350299
23.7,11.251605202742049
23.72,11.352903571412043
23.74,11.139491726209798
23.76,11.353461858572933
23.78,11.559957009036637
23.8,11.838806165656706
23.82,12.25671088194139
23.84,11.848237865308448
23.86,11.356850793270645
23.88,11.630108500491486
23.9,11.234760107833145
23.92,11.597712961804358
23.94,11.399613085139219
23.96,11.373632725651017
23.98,11.51347684186343
24.0,11.522930896486614
24.02,11.544523412959915
24.04,11.899308614100686
24.06,11.73222141523381
24.08,11.295750571487812
24.1,11.391489752553777
24.12,11.445511867061448
24.14,11.857919158563186
24.16,11.741826862819387
24.18,11.627591530885784
24.2,11.548334923832538
24.22,11.21899442700354
24.24,11.22254215343278
24.26,11.305327209094965
24.28,11.226957115938998
24.3,11.222121637999138
24.32,11.596871615401014
24.34,11.17763748424759
24.36,11.056410863912934
24.38,10.758616720383836
24.4,10.845189863918677
24.42,11.230953395882086
24.44,11.382603424059864
24.46,10.982162349273246
24.48,11.468699706729545
24.5,12.178141601941203
24.52,11.716323673146718
24.54,11.509914668448443
24.56,11.409538751857697
24.58,11.254352812094803
24.6,10.923100978137581
24.62,11.039069339953123
24.64,11.51320585991661
24.66,11.674253675493262
24.68,11.463744954997601
24.7,11.35471879534707
24.72,10.871959046101445
24.74,11.295122105269199
24.76,11.405677978135568
24.78,11.512071440785533
24.8,11.519313908408597
24.82,11.767045646493656
24.84,11.543703173822754
24.86,11.440577316010927
24.88,11.32085740052565
24.9,11.22653848805897
24.92,10.932691233228224
24.94,10.611034857584116
24.96,10.627200214730776
24.98,10.870540888350346
25.0,11.487088974656235
25.02,10.893601343663992
25.04,11.250994103451667
25.06,11.417257812437379
25.08,11.227379109406916
25.1,10.854755251172753
25.12,11.392360478596348
25.14,11.567726609490673
25.16,11.052577841606878
25.18,11.033934122984004
25.2,10.800664705345168
25.22,10.781970881370764
25.24,11.17689673640676
25.26,11.545138472443835
25.28,11.39778201098715
25.3,11.563563365165816
25.32,11.643195365007628
25.34,11.083620191308615
25.36,11.006182477488471
25.38,11.55691105438122
25.4,10.872266862963434
25.42,10.732666305093574
25.44,10.985439506737288
25.46,10.720657918510451
25.48,10.922355322185506
25.5,11.38009264713905
25.52,11.59279087129988
25.54,11.154984551481546
25.56,10.894810652044363
25.58,10.61355993542723
25.6,10.979646140641341
25.62,10.97805661412475
25.64,11.475474129739686
25.66,11.643784728744164
25.68,11.903253242638236
25.7,11.829556085565414
25.72,10.936150591711243
25.74,11.143512909464217
25.76,11.5627801916958
25.78,11.39798652644988
25.8,11.428818345273045
25.82,11.133084246363866
25.84,11.75983041387696
25.86,11.028514409566151
25.88,11.479744990779523
25.9,11.546420302766371
25.92,10.800480353025565
25.94,10.668882781003987
25.96,10.99023521052883
25.98,11.27959380463531
26.0,11.48694456214335
26.02,11.3706141985219
26.04,11.193121427714345
26.06,11.375838283180105
26.08,11.066030241134628
26.1,10.773675277815899
26.12,11.043783208515357
26.14,11.188801754691795
26.16,11.49812873785255
26.18,11.212442265095007
26.2,11.588658002469023
26.22,11.43527746611996
26.24,12.06158571351385
26.26,12.036143344002433
26.28,11.322160442281433
26.3,10.73245002632721
26.32,10.99477652763233
26.34,11.254028387450237
26.36,11.192216147264737
26.38,10.596243746184282
26.4,10.751173868548157
26.42,10.95247065310469
26.44,11.335045167015409
26.46,11.028987743191252
26.48,11.15814656240443
26.5,10.830686901901071
26.52,11.364807116013758
26.54,11.417099347167657
26.56,11.861386896759726
26.58,11.574560407689752
26.6,11.355663648054328
26.62,10.993148160236306
26.64,11.114847525359938
26.66,11.381086291270357
26.68,11.48558939874053
26.7,11.563551642962466
26.72,11.61480673513795
26.74,10.855102663331401
26.76,11.14392655015018
26.78,11.69024914598213
26.8,11.335473285103701
26.82,10.889806887550773
26.84,11.323924408705729
26.86,11.724167289401647
26.88,11.87673506116331
26.9,11.63342787549687
26.92,11.803134172602462
26.94,10.894613541309539
26.96,11.909653133185046
26.98,12.072402277422231
27.0,11.648083619089267
27.02,11.163593756686025
27.04,11.94309253479992
27.06,11.329857358661293
27.08,11.61652666670335
27.1,11.053614695243425
27.12,10.73111640203969
27.14,11.461937405201603
27.16,12.071957089378898
27.18,11.82176677072404
27.2,11.589062776261143
27.22,11.175141022438913
27.24,11.462736835354306
27.26,11.59474136331014
27.28,12.2513142247788
27.3,11.185005712064982
27.32,10.889771231191844
27.34,11.627066366856408
27.36,11.568629261701389
27.38,10.994180887716976
27.4,12.114025990209136
27.42,11.636343596067919
27.44,11.64727461616312
27.46,10.784992229146722
27.48,12.02401926451298
27.5,12.349442466264206
27.52,10.003370438324241
27.54,10.401451810575285
27.56,10.84325098897143
27.58,11.498180855746973
27.6,11.038477400613488
27.62,10.548628971320692
27.64,11.062136663314714
27.66,11.619274238555873
27.68,10.967567918541326
27.7,11.869475862403764
27.72,11.930891257774537
27.74,12.12225940253006
27.76,11.807546533266372
27.78,11.563937616256094
27.8,11.889924405182033
27.82,12.539271023145718
27.84,11.918959413536209
27.86,12.08580100273792
27.88,12.172155557750798
27.9,11.214579890138939
27.92,11.11115044383369
27.94,10.179740306257708
27.96,10.86827482693684
27.98,10.402287765406303
28.0,11.581875178019684
28.02,11.86156132347303
28.04,12.319122850806478
28.06,11.71539249435557
28.08,11.490701440860803
28.1,12.111535511991836
28.12,11.511335902333418
28.14,11.285540065577212
28.16,11.03652893793807
28.18,11.921912097701647
28.2,11.57434274288397
28.22,11.270608808840137
28.24,10.816482180064261
28.26,11.765346753236464
28.28,11.461769025980367
28.3,11.235149810060241
28.32,11.378982987373686
28.34,10.821488818572522
28.36,11.14230409401667
28.38,11.538393177242856
28.4,11.180362711400337
28.42,12.034095963563182
28.44,11.416097866665526
28.46,10.670008274473467
28.48,10.451513367929595
28.5,10.891942591252734
28.52,10.844202313071937
28.54,10.973259830349678
28.56,11.266926468701437
28.58,11.162544739291478
28.6,11.137128658320739
28.62,10.603000315452231
28.64,11.259961771825305
28.66,11.59139206680992
28.68,11.677124549090092
28.7,11.458568844160528
28.72,10.917078317752859
28.74,11.290404567284188
28.76,10.858166638310719
28.78,11.431956010163452
28.8,11.13006477195568
28.82,11.503030506973788
28.84,11.285822703396791
28.86,11.849417677720771
28.88,11.34223244107554
28.9,11.572236949069204
28.92,11.51564109257535
28.94,11.211776808329978
28.96,10.725864286904297
28.98,10.508222154622889
29.0,11.281610377074196
29.02,11.193961190253594
29.04,11.571998079889273
29.06,11.646911051841595
29.08,11.54628133531748
29.1,11.083864561231108
29.12,10.882922576654112
29.14,10.973486440462151
29.16,11.056243342317496
29.18,11.053798459570187
29.2,11.131400530175931
29.22,11.45927564381123
29.24,11.53979618500055
29.26,11.22772232461948
29.28,11.102137884997667
29.3,11.223279391416698
29.32,11.105236106572589
29.34,11.23194336142723
29.36,11.52373580977208
29.38,11.573257658193723
29.4,11.212126832403667
29.42,10.664687415274864
29.44,11.040680297912829
29.46,11.749852316378746
29.48,11.559887038721415
29.5,11.485828477581567
29.52,11.156187382879756
29.54,11.44111652441556
29.56,11.712718952775521
29.58,11.012447939168611
29.6,10.62558694975961
29.62,11.08496746406016
29.64,12.077056090702952
29.66,12.070295824162923
29.68,11.801368051658695
29.7,11.50229689339072
29.72,10.500864272080818
29.74,10.576497543250648
29.76,10.947370177216294
29.78,11.029605498946951
29.8,10.885030970269082
29.82,10.959520980447376
29.84,11.0854411918694
29.86,11.645680391321564
29.88,11.388986062602028
29.9,11.089667581760436
29.92,11.216490767558888
29.94,11.34315892597006
29.96,11.637234161123963
29.98,11.38103649082128
30.0,10.840968683317787
30.02,11.300240678855763
30.04,11.148737267324432
30.06,11.236034858800426
30.08,11.036328892800412
30.1,11.324744366451556
30.12,11.166277583785222
30.14,10.192528742497968
30.16,10.257789235628984
30.18,10.238612542520857
30.2,10.602627880444373
30.22,11.30609267728345
30.24,10.533502699015438
30.26,10.808751359473545
30.28,11.418448580770308
30.3,11.68502827484078
30.32,11.14464743157315
30.34,11.303237548045047
30.36,11.519938983276008
30.38,11.630026535690062
30.4,11.272382366304358
30.42,10.488993947606833
30.44,10.452988586478131
30.46,11.159088868806768
30.48,11.382556133651258
30.5,11.76716124170621
30.52,11.499739581332827
30.54,11.156411395344392
30.56,11.135860371952806
30.58,11.481250860255917
30.6,11.84501121026278
30.62,10.719356513631572
30.64,10.749031245159324
30.66,11.02337246838197
30.68,11.325363349717765
30.7,11.111899153315834
30.72,10.81592151453918
30.74,10.801926979023024
30.76,11.130071101377544
30.78,10.906161391765819
30.8,10.559200858046436
30.82,10.786138205482589
30.84,11.230941308322949
30.86,11.55136281043797
30.88,11.553692429146675
30.9,12.170099658690644
30.92,11.121753434406983
30.94,10.750688398759934
30.96,10.825478807939351
30.98,10.84582559701371
31.0,10.419298787162322
31.02,10.487616986033164
31.04,11.164606800683101
31.06,12.120889854556959
31.08,11.471899638470827
31.1,11.643441805790381
31.12,11.164561981221528
31.14,10.475646444226271
31.16,10.40861748046859
31.18,11.25512731025553
31.2,11.103776329485166
31.22,11.328404904732727
31.24,11.423555048962129
31.26,11.064079538778081
31.28,11.413574717549887
31.3,10.90637669775562
31.32,11.10397255862604
31.34,11.64477703403036
31.36,11.49072095260973
31.38,11.491015717199534
31.4,11.13168401667273
31.42,11.072082703243836
31.44,11.145832192113074
31.46,11.54913724611936
31.48,11.196768664042974
31.5,11.018619033664516
31.52,11.297931081193555
31.54,10.871748534461785
31.56,10.764134204494244
31.58,10.81693392398043
31.6,10.201456745835934
31.62,10.913142719052914
31.64,11.465694199613713
31.66,10.823227803359206
31.68,11.49848630405336
31.7,11.324613689735383
31.72,10.637672290520927
31.74,9.965383792426815
31.76,11.625987486413745
31.78,12.075840119332957
31.8,12.172249936323402
31.82,11.275868318242788
31.84,11.062615558336493
31.86,10.870967070422449
31.88,11.82886357903535
31.9,12.519928508258598
31.92,11.844846264815608
31.94,11.197986782469297
31.96,11.776611353026434
31.98,11.845620140697834
32.0,11.623143847746762
32.02,11.924099595099062
32.04,11.997482169746853
32.06,10.959379114110195
32.08,11.46770164633044
32.1,11.772777046628885
32.12,12.06548334074334
32.14,10.702055922483936
32.16,10.027442144007269
32.18,10.699700272499529
32.2,10.957530676706748
32.22,11.746901562902885
32.24,10.033669257636518
32.26,10.451246724651005
32.28,11.745104448820628
32.3,11.65908620682373
32.32,11.44292196972034
32.34,11.384415154187616
32.36,11.445779833813575
32.38,10.886071630019833
32.4,10.89825778036472
32.42,11.667808735510501
32.44,11.009772989925365
32.46,11.129896997080328
32.48,10.947395505780138
32.5,11.020157379740512
32.52,10.47376623121333
32.54,10.453734087732379
32.56,10.579738969791643
32.58,10.474052395245437
32.6,10.802974578222967
32.62,10.764069221720394
32.64,10.12312888386765
32.66,10.465427284495847
32.68,11.21026057971301
32.7,10.708701739725228
32.72,10.787330360039507
32.74,11.085505503027953
32.76,10.94681723111565
32.78,11.18528326984874
32.8,11.558729030691953
32.82,12.091263233191071
32.84,11.663300056671249
32.86,11.248097643548695
32.88,11.729537800776095
32.9,10.314879607444835
32.92,10.342063729834212
32.94,10.26064949275437
32.96,10.53605706102709
32.98,10.318894796914202
33.0,9.947870357886643
33.02,10.068615626545341
33.04,10.97430732550807
33.06,11.427995397493188
33.08,10.667446557367589
33.1,9.936689660811577
33.12,10.808731948335742
33.14,10.977225454114807
33.16,10.292030158114578
33.18,10.7995542749365
33.2,10.698665525971089
33.22,10.666569409865021
33.24,10.608406703129829
33.26,11.844972710493076
33.28,10.926825792746339
33.3,10.592786585573572
